,index,name,image_url,rating,artist,movement,description
227,377,Last Judgment,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Michelangelo+Buonarroti/Last+Judgment.jpg,10.0,Michelangelo Buonarroti,Renaissance,"Renaissance art (1350 – 1620 AD[1]) is the painting, sculpture, and decorative arts of the period of European history known as the Renaissance, which emerged as a distinct style in Italy in about AD 1400, in parallel with developments which occurred in philosophy, literature, music, science, and technology. Renaissance art took as its foundation the art of Classical antiquity, perceived as the noblest of ancient traditions, but transformed that tradition by absorbing recent developments in the art of Northern Europe and by applying contemporary scientific knowledge. Along with Renaissance humanist philosophy, it spread throughout Europe, affecting both artists and their patrons with the development of new techniques and new artistic sensibilities. For art historians, Renaissance art marks the transition of Europe from the medieval period to the Early Modern age.


Sandro Botticelli, The Birth of Venus, c. 1485, Uffizi, Florence
The body of art, painting, sculpture, architecture, music and literature identified as ""Renaissance art"" was primarily produced during the 14th, 15th, and 16th centuries in Europe under the combined influences of an increased awareness of nature, a revival of classical learning, and a more individualistic view of man. Scholars no longer believe that the Renaissance marked an abrupt break with medieval values, as is suggested by the French word renaissance, literally meaning ""rebirth"". In many parts of Europe, Early Renaissance art was created in parallel with Late Medieval art."
230,380,Cleopatra 1533-34,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Michelangelo+Buonarroti/Cleopatra+1533-34.jpg,10.0,Michelangelo Buonarroti,Renaissance,"Renaissance art (1350 – 1620 AD[1]) is the painting, sculpture, and decorative arts of the period of European history known as the Renaissance, which emerged as a distinct style in Italy in about AD 1400, in parallel with developments which occurred in philosophy, literature, music, science, and technology. Renaissance art took as its foundation the art of Classical antiquity, perceived as the noblest of ancient traditions, but transformed that tradition by absorbing recent developments in the art of Northern Europe and by applying contemporary scientific knowledge. Along with Renaissance humanist philosophy, it spread throughout Europe, affecting both artists and their patrons with the development of new techniques and new artistic sensibilities. For art historians, Renaissance art marks the transition of Europe from the medieval period to the Early Modern age.


Sandro Botticelli, The Birth of Venus, c. 1485, Uffizi, Florence
The body of art, painting, sculpture, architecture, music and literature identified as ""Renaissance art"" was primarily produced during the 14th, 15th, and 16th centuries in Europe under the combined influences of an increased awareness of nature, a revival of classical learning, and a more individualistic view of man. Scholars no longer believe that the Renaissance marked an abrupt break with medieval values, as is suggested by the French word renaissance, literally meaning ""rebirth"". In many parts of Europe, Early Renaissance art was created in parallel with Late Medieval art."
233,383,Angel with Candlestick,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Michelangelo+Buonarroti/Angel+with+Candlestick.jpg,10.0,Michelangelo Buonarroti,Renaissance,"Renaissance art (1350 – 1620 AD[1]) is the painting, sculpture, and decorative arts of the period of European history known as the Renaissance, which emerged as a distinct style in Italy in about AD 1400, in parallel with developments which occurred in philosophy, literature, music, science, and technology. Renaissance art took as its foundation the art of Classical antiquity, perceived as the noblest of ancient traditions, but transformed that tradition by absorbing recent developments in the art of Northern Europe and by applying contemporary scientific knowledge. Along with Renaissance humanist philosophy, it spread throughout Europe, affecting both artists and their patrons with the development of new techniques and new artistic sensibilities. For art historians, Renaissance art marks the transition of Europe from the medieval period to the Early Modern age.


Sandro Botticelli, The Birth of Venus, c. 1485, Uffizi, Florence
The body of art, painting, sculpture, architecture, music and literature identified as ""Renaissance art"" was primarily produced during the 14th, 15th, and 16th centuries in Europe under the combined influences of an increased awareness of nature, a revival of classical learning, and a more individualistic view of man. Scholars no longer believe that the Renaissance marked an abrupt break with medieval values, as is suggested by the French word renaissance, literally meaning ""rebirth"". In many parts of Europe, Early Renaissance art was created in parallel with Late Medieval art."
275,425,"Fishing Boats, Key West",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Winslow+Homer/Fishing+Boats%2C+Key+West.jpg,10.0,Winslow Homer,Realism,"Realism in the arts is generally the attempt to represent subject matter truthfully, without artificiality and avoiding speculative and supernatural elements. The term is often used interchangeably with naturalism, although these terms are not synonymous. Naturalism, as an idea relating to visual representation in Western art, seeks to depict objects with the least possible amount of distortion and is tied to the development of linear perspective and illusionism in Renaissance Europe.[1] Realism, while predicated upon naturalistic representation and a departure from the idealization of earlier academic art, often refers to a specific art historical movement that originated in France in the aftermath of the French Revolution of 1848. With artists like Gustave Courbet capitalizing on the mundane, ugly or sordid, realism was motivated by the renewed interest in the common man and the rise of leftist politics.[2] The Realist painters rejected Romanticism, which had come to dominate French literature and art, with roots in the late 18th century.

In 19th-century Europe, ""Naturalism"" or the ""Naturalist school"" was somewhat artificially erected as a term representing a breakaway sub-movement of realism, that attempted (not wholly successfully) to distinguish itself from its parent by its avoidance of politics and social issues, and liked to proclaim a quasi-scientific basis, playing on the sense of ""naturalist"" as a student of natural history, as the biological sciences were then generally known.

There have been various movements invoking realism in the other arts, such as the opera style of verismo, literary realism, theatrical realism, and Italian neorealist cinema."
276,426,"Fishing Boats, Key West",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Winslow+Homer/Fishing+Boats%2C+Key+West.jpg,10.0,Winslow Homer,Realism,"Realism in the arts is generally the attempt to represent subject matter truthfully, without artificiality and avoiding speculative and supernatural elements. The term is often used interchangeably with naturalism, although these terms are not synonymous. Naturalism, as an idea relating to visual representation in Western art, seeks to depict objects with the least possible amount of distortion and is tied to the development of linear perspective and illusionism in Renaissance Europe.[1] Realism, while predicated upon naturalistic representation and a departure from the idealization of earlier academic art, often refers to a specific art historical movement that originated in France in the aftermath of the French Revolution of 1848. With artists like Gustave Courbet capitalizing on the mundane, ugly or sordid, realism was motivated by the renewed interest in the common man and the rise of leftist politics.[2] The Realist painters rejected Romanticism, which had come to dominate French literature and art, with roots in the late 18th century.

In 19th-century Europe, ""Naturalism"" or the ""Naturalist school"" was somewhat artificially erected as a term representing a breakaway sub-movement of realism, that attempted (not wholly successfully) to distinguish itself from its parent by its avoidance of politics and social issues, and liked to proclaim a quasi-scientific basis, playing on the sense of ""naturalist"" as a student of natural history, as the biological sciences were then generally known.

There have been various movements invoking realism in the other arts, such as the opera style of verismo, literary realism, theatrical realism, and Italian neorealist cinema."
277,427,Deer Drinking,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Winslow+Homer/Deer+Drinking.jpg,10.0,Winslow Homer,Realism,"Realism in the arts is generally the attempt to represent subject matter truthfully, without artificiality and avoiding speculative and supernatural elements. The term is often used interchangeably with naturalism, although these terms are not synonymous. Naturalism, as an idea relating to visual representation in Western art, seeks to depict objects with the least possible amount of distortion and is tied to the development of linear perspective and illusionism in Renaissance Europe.[1] Realism, while predicated upon naturalistic representation and a departure from the idealization of earlier academic art, often refers to a specific art historical movement that originated in France in the aftermath of the French Revolution of 1848. With artists like Gustave Courbet capitalizing on the mundane, ugly or sordid, realism was motivated by the renewed interest in the common man and the rise of leftist politics.[2] The Realist painters rejected Romanticism, which had come to dominate French literature and art, with roots in the late 18th century.

In 19th-century Europe, ""Naturalism"" or the ""Naturalist school"" was somewhat artificially erected as a term representing a breakaway sub-movement of realism, that attempted (not wholly successfully) to distinguish itself from its parent by its avoidance of politics and social issues, and liked to proclaim a quasi-scientific basis, playing on the sense of ""naturalist"" as a student of natural history, as the biological sciences were then generally known.

There have been various movements invoking realism in the other arts, such as the opera style of verismo, literary realism, theatrical realism, and Italian neorealist cinema."
278,428,Deer Drinking,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Winslow+Homer/Deer+Drinking.jpg,10.0,Winslow Homer,Realism,"Realism in the arts is generally the attempt to represent subject matter truthfully, without artificiality and avoiding speculative and supernatural elements. The term is often used interchangeably with naturalism, although these terms are not synonymous. Naturalism, as an idea relating to visual representation in Western art, seeks to depict objects with the least possible amount of distortion and is tied to the development of linear perspective and illusionism in Renaissance Europe.[1] Realism, while predicated upon naturalistic representation and a departure from the idealization of earlier academic art, often refers to a specific art historical movement that originated in France in the aftermath of the French Revolution of 1848. With artists like Gustave Courbet capitalizing on the mundane, ugly or sordid, realism was motivated by the renewed interest in the common man and the rise of leftist politics.[2] The Realist painters rejected Romanticism, which had come to dominate French literature and art, with roots in the late 18th century.

In 19th-century Europe, ""Naturalism"" or the ""Naturalist school"" was somewhat artificially erected as a term representing a breakaway sub-movement of realism, that attempted (not wholly successfully) to distinguish itself from its parent by its avoidance of politics and social issues, and liked to proclaim a quasi-scientific basis, playing on the sense of ""naturalist"" as a student of natural history, as the biological sciences were then generally known.

There have been various movements invoking realism in the other arts, such as the opera style of verismo, literary realism, theatrical realism, and Italian neorealist cinema."
279,429,The Veteran in a New Field,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Winslow+Homer/The+Veteran+in+a+New+Field.jpg,10.0,Winslow Homer,Realism,"Realism in the arts is generally the attempt to represent subject matter truthfully, without artificiality and avoiding speculative and supernatural elements. The term is often used interchangeably with naturalism, although these terms are not synonymous. Naturalism, as an idea relating to visual representation in Western art, seeks to depict objects with the least possible amount of distortion and is tied to the development of linear perspective and illusionism in Renaissance Europe.[1] Realism, while predicated upon naturalistic representation and a departure from the idealization of earlier academic art, often refers to a specific art historical movement that originated in France in the aftermath of the French Revolution of 1848. With artists like Gustave Courbet capitalizing on the mundane, ugly or sordid, realism was motivated by the renewed interest in the common man and the rise of leftist politics.[2] The Realist painters rejected Romanticism, which had come to dominate French literature and art, with roots in the late 18th century.

In 19th-century Europe, ""Naturalism"" or the ""Naturalist school"" was somewhat artificially erected as a term representing a breakaway sub-movement of realism, that attempted (not wholly successfully) to distinguish itself from its parent by its avoidance of politics and social issues, and liked to proclaim a quasi-scientific basis, playing on the sense of ""naturalist"" as a student of natural history, as the biological sciences were then generally known.

There have been various movements invoking realism in the other arts, such as the opera style of verismo, literary realism, theatrical realism, and Italian neorealist cinema."
601,901,"Cathedral Rocks, Yosemite Valley, California",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Albert+Bierstadt/Cathedral+Rocks%2C+Yosemite+Valley%2C+California.jpg,10.0,Albert Bierstadt,Hudson River School,"The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings typically depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains.

Works by second generation artists expanded to include other locales in New England, the Maritimes, the American West, and South America."
603,903,"Lake View, Italian Alps",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Albert+Bierstadt/Lake+View%2C+Italian+Alps.jpg,10.0,Albert Bierstadt,Hudson River School,"The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings typically depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains.

Works by second generation artists expanded to include other locales in New England, the Maritimes, the American West, and South America."
604,904,Tropical Landscape,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Albert+Bierstadt/Tropical+Landscape.jpg,10.0,Albert Bierstadt,Hudson River School,"The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings typically depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains.

Works by second generation artists expanded to include other locales in New England, the Maritimes, the American West, and South America."
609,909,Autumn Woods,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Albert+Bierstadt/Autumn+Woods.jpg,10.0,Albert Bierstadt,Hudson River School,"The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings typically depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains.

Works by second generation artists expanded to include other locales in New England, the Maritimes, the American West, and South America."
610,910,Valley of the Yosemite 1864,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Albert+Bierstadt/Valley+of+the+Yosemite+1864.jpg,10.0,Albert Bierstadt,Hudson River School,"The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings typically depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains.

Works by second generation artists expanded to include other locales in New England, the Maritimes, the American West, and South America."
626,926,Kneeling Female Nude Back View,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Egon+Schiele/Kneeling+Female+Nude+Back+View.jpg,10.0,Egon Schiele,Expressionism,"Expressionism is a modernist movement, initially in poetry and painting, originating in Northern Europe around the beginning of the 20th century. Its typical trait is to present the world solely from a subjective perspective, distorting it radically for emotional effect in order to evoke moods or ideas.[1][2] Expressionist artists have sought to express the meaning[3] of emotional experience rather than physical reality.[3][4]

Expressionism developed as an avant-garde style before the First World War. It remained popular during the Weimar Republic,[1] particularly in Berlin. The style extended to a wide range of the arts, including expressionist architecture, painting, literature, theatre, dance, film and music.[5]

The term is sometimes suggestive of angst. In a historical sense, much older painters such as Matthias Grünewald and El Greco are sometimes termed expressionist, though the term is applied mainly to 20th-century works. The Expressionist emphasis on individual and subjective perspective has been characterized as a reaction to positivism and other artistic styles such as Naturalism and Impressionism.["
628,928,Field Of Flowers,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Egon+Schiele/Field+Of+Flowers.jpg,10.0,Egon Schiele,Expressionism,"Expressionism is a modernist movement, initially in poetry and painting, originating in Northern Europe around the beginning of the 20th century. Its typical trait is to present the world solely from a subjective perspective, distorting it radically for emotional effect in order to evoke moods or ideas.[1][2] Expressionist artists have sought to express the meaning[3] of emotional experience rather than physical reality.[3][4]

Expressionism developed as an avant-garde style before the First World War. It remained popular during the Weimar Republic,[1] particularly in Berlin. The style extended to a wide range of the arts, including expressionist architecture, painting, literature, theatre, dance, film and music.[5]

The term is sometimes suggestive of angst. In a historical sense, much older painters such as Matthias Grünewald and El Greco are sometimes termed expressionist, though the term is applied mainly to 20th-century works. The Expressionist emphasis on individual and subjective perspective has been characterized as a reaction to positivism and other artistic styles such as Naturalism and Impressionism.["
634,934,Masturbation 2,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Egon+Schiele/Masturbation+2.jpg,10.0,Egon Schiele,Expressionism,"Expressionism is a modernist movement, initially in poetry and painting, originating in Northern Europe around the beginning of the 20th century. Its typical trait is to present the world solely from a subjective perspective, distorting it radically for emotional effect in order to evoke moods or ideas.[1][2] Expressionist artists have sought to express the meaning[3] of emotional experience rather than physical reality.[3][4]

Expressionism developed as an avant-garde style before the First World War. It remained popular during the Weimar Republic,[1] particularly in Berlin. The style extended to a wide range of the arts, including expressionist architecture, painting, literature, theatre, dance, film and music.[5]

The term is sometimes suggestive of angst. In a historical sense, much older painters such as Matthias Grünewald and El Greco are sometimes termed expressionist, though the term is applied mainly to 20th-century works. The Expressionist emphasis on individual and subjective perspective has been characterized as a reaction to positivism and other artistic styles such as Naturalism and Impressionism.["
636,936,Landscape In Lower Austria,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Egon+Schiele/Landscape+In+Lower+Austria.jpg,10.0,Egon Schiele,Expressionism,"Expressionism is a modernist movement, initially in poetry and painting, originating in Northern Europe around the beginning of the 20th century. Its typical trait is to present the world solely from a subjective perspective, distorting it radically for emotional effect in order to evoke moods or ideas.[1][2] Expressionist artists have sought to express the meaning[3] of emotional experience rather than physical reality.[3][4]

Expressionism developed as an avant-garde style before the First World War. It remained popular during the Weimar Republic,[1] particularly in Berlin. The style extended to a wide range of the arts, including expressionist architecture, painting, literature, theatre, dance, film and music.[5]

The term is sometimes suggestive of angst. In a historical sense, much older painters such as Matthias Grünewald and El Greco are sometimes termed expressionist, though the term is applied mainly to 20th-century works. The Expressionist emphasis on individual and subjective perspective has been characterized as a reaction to positivism and other artistic styles such as Naturalism and Impressionism.["
642,942,"Mannlicher Akt, gelb",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Egon+Schiele/Mannlicher+Akt%2C+gelb.jpg,10.0,Egon Schiele,Expressionism,"Expressionism is a modernist movement, initially in poetry and painting, originating in Northern Europe around the beginning of the 20th century. Its typical trait is to present the world solely from a subjective perspective, distorting it radically for emotional effect in order to evoke moods or ideas.[1][2] Expressionist artists have sought to express the meaning[3] of emotional experience rather than physical reality.[3][4]

Expressionism developed as an avant-garde style before the First World War. It remained popular during the Weimar Republic,[1] particularly in Berlin. The style extended to a wide range of the arts, including expressionist architecture, painting, literature, theatre, dance, film and music.[5]

The term is sometimes suggestive of angst. In a historical sense, much older painters such as Matthias Grünewald and El Greco are sometimes termed expressionist, though the term is applied mainly to 20th-century works. The Expressionist emphasis on individual and subjective perspective has been characterized as a reaction to positivism and other artistic styles such as Naturalism and Impressionism.["
1336,1936,Idyll,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Lord+Frederick+Leighton/Idyll.jpg,10.0,Lord Frederick Leighton,Pre-Raphaelite Brotherhood,"The Pre-Raphaelite Brotherhood (later known as the Pre-Raphaelites) was a group of English painters, poets, and art critics, founded in 1848 by William Holman Hunt, John Everett Millais, Dante Gabriel Rossetti, William Michael Rossetti, James Collinson, Frederic George Stephens and Thomas Woolner who formed a seven-member ""Brotherhood"" modelled in part on the Nazarene movement.[1] The Brotherhood was only ever a loose association and their principles were shared by other artists of the time, including Ford Madox Brown, Arthur Hughes and Marie Spartali Stillman. Later followers of the principles of the Brotherhood included Edward Burne-Jones, William Morris and John William Waterhouse.

The group sought a return to the abundant detail, intense colours and complex compositions of Quattrocento Italian art. They rejected what they regarded as the mechanistic approach first adopted by Mannerist artists who succeeded Raphael and Michelangelo. The Brotherhood believed the Classical poses and elegant compositions of Raphael in particular had been a corrupting influence on the academic teaching of art, hence the name ""Pre-Raphaelite"". In particular, the group objected to the influence of Sir Joshua Reynolds, founder of the English Royal Academy of Arts, whom they called ""Sir Sloshua"". To the Pre-Raphaelites, according to William Michael Rossetti, ""sloshy"" meant ""anything lax or scamped in the process of painting ... and hence ... any thing or person of a commonplace or conventional kind"".[2] The group associated their work with John Ruskin,[3] an English critic whose influences were driven by his religious background. Christian themes were abundant.[4]

The group continued to accept the concepts of history painting and mimesis, imitation of nature, as central to the purpose of art. The Pre-Raphaelites defined themselves as a reform movement, created a distinct name for their form of art, and published a periodical, The Germ, to promote their ideas. The group's debates were recorded in the Pre-Raphaelite Journal. The Brotherhood separated after almost five years."
1358,1958,Solitude,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Lord+Frederick+Leighton/Solitude.jpg,10.0,Lord Frederick Leighton,Pre-Raphaelite Brotherhood,"The Pre-Raphaelite Brotherhood (later known as the Pre-Raphaelites) was a group of English painters, poets, and art critics, founded in 1848 by William Holman Hunt, John Everett Millais, Dante Gabriel Rossetti, William Michael Rossetti, James Collinson, Frederic George Stephens and Thomas Woolner who formed a seven-member ""Brotherhood"" modelled in part on the Nazarene movement.[1] The Brotherhood was only ever a loose association and their principles were shared by other artists of the time, including Ford Madox Brown, Arthur Hughes and Marie Spartali Stillman. Later followers of the principles of the Brotherhood included Edward Burne-Jones, William Morris and John William Waterhouse.

The group sought a return to the abundant detail, intense colours and complex compositions of Quattrocento Italian art. They rejected what they regarded as the mechanistic approach first adopted by Mannerist artists who succeeded Raphael and Michelangelo. The Brotherhood believed the Classical poses and elegant compositions of Raphael in particular had been a corrupting influence on the academic teaching of art, hence the name ""Pre-Raphaelite"". In particular, the group objected to the influence of Sir Joshua Reynolds, founder of the English Royal Academy of Arts, whom they called ""Sir Sloshua"". To the Pre-Raphaelites, according to William Michael Rossetti, ""sloshy"" meant ""anything lax or scamped in the process of painting ... and hence ... any thing or person of a commonplace or conventional kind"".[2] The group associated their work with John Ruskin,[3] an English critic whose influences were driven by his religious background. Christian themes were abundant.[4]

The group continued to accept the concepts of history painting and mimesis, imitation of nature, as central to the purpose of art. The Pre-Raphaelites defined themselves as a reform movement, created a distinct name for their form of art, and published a periodical, The Germ, to promote their ideas. The group's debates were recorded in the Pre-Raphaelite Journal. The Brotherhood separated after almost five years."
1364,1964,The Spirit Of The Summit,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Lord+Frederick+Leighton/The+Spirit+Of+The+Summit.jpg,10.0,Lord Frederick Leighton,Pre-Raphaelite Brotherhood,"The Pre-Raphaelite Brotherhood (later known as the Pre-Raphaelites) was a group of English painters, poets, and art critics, founded in 1848 by William Holman Hunt, John Everett Millais, Dante Gabriel Rossetti, William Michael Rossetti, James Collinson, Frederic George Stephens and Thomas Woolner who formed a seven-member ""Brotherhood"" modelled in part on the Nazarene movement.[1] The Brotherhood was only ever a loose association and their principles were shared by other artists of the time, including Ford Madox Brown, Arthur Hughes and Marie Spartali Stillman. Later followers of the principles of the Brotherhood included Edward Burne-Jones, William Morris and John William Waterhouse.

The group sought a return to the abundant detail, intense colours and complex compositions of Quattrocento Italian art. They rejected what they regarded as the mechanistic approach first adopted by Mannerist artists who succeeded Raphael and Michelangelo. The Brotherhood believed the Classical poses and elegant compositions of Raphael in particular had been a corrupting influence on the academic teaching of art, hence the name ""Pre-Raphaelite"". In particular, the group objected to the influence of Sir Joshua Reynolds, founder of the English Royal Academy of Arts, whom they called ""Sir Sloshua"". To the Pre-Raphaelites, according to William Michael Rossetti, ""sloshy"" meant ""anything lax or scamped in the process of painting ... and hence ... any thing or person of a commonplace or conventional kind"".[2] The group associated their work with John Ruskin,[3] an English critic whose influences were driven by his religious background. Christian themes were abundant.[4]

The group continued to accept the concepts of history painting and mimesis, imitation of nature, as central to the purpose of art. The Pre-Raphaelites defined themselves as a reform movement, created a distinct name for their form of art, and published a periodical, The Germ, to promote their ideas. The group's debates were recorded in the Pre-Raphaelite Journal. The Brotherhood separated after almost five years."
1478,2179,The Capture of Constantinople in 1204,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Jacopo+Tintoretto/The+Capture+of+Constantinople+in+1204.jpg,10.0,Jacopo Tintoretto,Mannerism,"Mannerism is a style of art that was created in the Late Renaissance period, from about 1520 until about 1600. The Mannerist style of painting or sculpture often shows figures that are ""elongated"" (made longer) and ""distorted"" (made into strange shapes"").[1] The aim of the Mannerist artist was usually to make art that looked ""elegant"".[2]

The Mannerist style began in Italy, where the artists were influenced by the figures that Michelangelo painted on the ceiling and in the ""Last Judgement"" in the Sistine Chapel.[2] During the Renaissance, artists like Leonardo da Vinci and Raphael had tried very hard to learn from nature, and to paint things in a way that was very realistic. These two famous painters both died around 1520. Many artists then decided that they were going to use the art of painting to ""express themselves"". They were not going to follow the rules of anatomy and perspective in the way that Leonardo and Raphael did.[2] Mannerist paintings are often full of figures that seem to be twisting, writhing or fighting. The faces of the figures often show strong emotions such as sadness, fear, hatred or sexual feelings.

Not all the painters who were working during the Mannerist period painted in the Mannerist style. Many artists continued to work in the style of the High Renaissance.[1] Painters in the Mannerist style were Tintoretto, Jacopo Pontormo, Agnolo Bronzino, Parmigianino and Rosso Fiorentino. Giambologna and Benvenuti Cellini were Mannerist sculptors. Giulio Romano was a Mannerist architect.[3]

Mannerism spread from Italy to France, Germany and Spain. One of the most famous Mannerist painters was El Greco who worked in Spain.[2] Some other artists who worked in the Mannerist style are the French sculptor Jean Goujon, the Dutch painter Abraham Bloemaert and the German painter Bartolomeus Spranger. Possibly the strangest paintings from this time were by Giuseppe Arcimboldo who did pictures in which people's faces seem to be made from fruit, flowers, fire and even fish."
1506,2221,Moses Drawing Water from the Rock,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Jacopo+Tintoretto/Moses+Drawing+Water+from+the+Rock.jpg,10.0,Jacopo Tintoretto,Mannerism,"Mannerism is a style of art that was created in the Late Renaissance period, from about 1520 until about 1600. The Mannerist style of painting or sculpture often shows figures that are ""elongated"" (made longer) and ""distorted"" (made into strange shapes"").[1] The aim of the Mannerist artist was usually to make art that looked ""elegant"".[2]

The Mannerist style began in Italy, where the artists were influenced by the figures that Michelangelo painted on the ceiling and in the ""Last Judgement"" in the Sistine Chapel.[2] During the Renaissance, artists like Leonardo da Vinci and Raphael had tried very hard to learn from nature, and to paint things in a way that was very realistic. These two famous painters both died around 1520. Many artists then decided that they were going to use the art of painting to ""express themselves"". They were not going to follow the rules of anatomy and perspective in the way that Leonardo and Raphael did.[2] Mannerist paintings are often full of figures that seem to be twisting, writhing or fighting. The faces of the figures often show strong emotions such as sadness, fear, hatred or sexual feelings.

Not all the painters who were working during the Mannerist period painted in the Mannerist style. Many artists continued to work in the style of the High Renaissance.[1] Painters in the Mannerist style were Tintoretto, Jacopo Pontormo, Agnolo Bronzino, Parmigianino and Rosso Fiorentino. Giambologna and Benvenuti Cellini were Mannerist sculptors. Giulio Romano was a Mannerist architect.[3]

Mannerism spread from Italy to France, Germany and Spain. One of the most famous Mannerist painters was El Greco who worked in Spain.[2] Some other artists who worked in the Mannerist style are the French sculptor Jean Goujon, the Dutch painter Abraham Bloemaert and the German painter Bartolomeus Spranger. Possibly the strangest paintings from this time were by Giuseppe Arcimboldo who did pictures in which people's faces seem to be made from fruit, flowers, fire and even fish."
1520,2242,The Crucifixion of Christ,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Jacopo+Tintoretto/The+Crucifixion+of+Christ.jpg,10.0,Jacopo Tintoretto,Mannerism,"Mannerism is a style of art that was created in the Late Renaissance period, from about 1520 until about 1600. The Mannerist style of painting or sculpture often shows figures that are ""elongated"" (made longer) and ""distorted"" (made into strange shapes"").[1] The aim of the Mannerist artist was usually to make art that looked ""elegant"".[2]

The Mannerist style began in Italy, where the artists were influenced by the figures that Michelangelo painted on the ceiling and in the ""Last Judgement"" in the Sistine Chapel.[2] During the Renaissance, artists like Leonardo da Vinci and Raphael had tried very hard to learn from nature, and to paint things in a way that was very realistic. These two famous painters both died around 1520. Many artists then decided that they were going to use the art of painting to ""express themselves"". They were not going to follow the rules of anatomy and perspective in the way that Leonardo and Raphael did.[2] Mannerist paintings are often full of figures that seem to be twisting, writhing or fighting. The faces of the figures often show strong emotions such as sadness, fear, hatred or sexual feelings.

Not all the painters who were working during the Mannerist period painted in the Mannerist style. Many artists continued to work in the style of the High Renaissance.[1] Painters in the Mannerist style were Tintoretto, Jacopo Pontormo, Agnolo Bronzino, Parmigianino and Rosso Fiorentino. Giambologna and Benvenuti Cellini were Mannerist sculptors. Giulio Romano was a Mannerist architect.[3]

Mannerism spread from Italy to France, Germany and Spain. One of the most famous Mannerist painters was El Greco who worked in Spain.[2] Some other artists who worked in the Mannerist style are the French sculptor Jean Goujon, the Dutch painter Abraham Bloemaert and the German painter Bartolomeus Spranger. Possibly the strangest paintings from this time were by Giuseppe Arcimboldo who did pictures in which people's faces seem to be made from fruit, flowers, fire and even fish."
